state_alpha,county_name,county_ansi,state_fips_code,year,"AG SERVICES, CUSTOMWORK - EXPENSE, MEASURED IN $","AG SERVICES, MACHINERY RENTAL - EXPENSE, MEASURED IN $","AG SERVICES, OTHER - EXPENSE, MEASURED IN $","AG SERVICES, UTILITIES - EXPENSE, MEASURED IN $","ANIMAL TOTALS - EXPENSE, MEASURED IN $","ANIMAL TOTALS, BREEDING - EXPENSE, MEASURED IN $","CHEMICAL TOTALS - EXPENSE, MEASURED IN $","DEPRECIATION - EXPENSE, MEASURED IN $","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","FEED - EXPENSE, MEASURED IN $","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN $","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","INTEREST - EXPENSE, MEASURED IN $","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","LABOR, CONTRACT - EXPENSE, MEASURED IN $","LABOR, HIRED - EXPENSE, MEASURED IN $","LABOR, HIRED, GE 150 DAYS - EXPENSE, MEASURED IN $","LABOR, HIRED, LT 150 DAYS - EXPENSE, MEASURED IN $","RENT, CASH, LAND & BUILDINGS - EXPENSE, MEASURED IN $","SEEDS & PLANTS TOTALS - EXPENSE, MEASURED IN $","SUPPLIES & REPAIRS, (EXCL LUBRICANTS) - EXPENSE, MEASURED IN $","TAXES, PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD) - EXPENSE, MEASURED IN $","ANIMAL TOTALS, (EXCL BREEDING) - EXPENSE, MEASURED IN $"
PA,YORK,133,42,2007,3098000,1623000,13852000,3662000,15945000,1844000,7700000,17976000,184960000,37733000,13601000,10155000,9977000,3260000,6717000,511000,19929000,4456000,706000,11731000,11937000,15149000,8359000,14100000
PA,YORK,133,42,2012,3653000,1105000,9605000,4373000,11228000,2497000,10677000,16672000,189444000,38990000,18249000,11404000,9267000,2220000,7046000,657000,18879000,4793000,1995000,11543000,16294000,13597000,9923000,8731000
RI,BRISTOL,001,44,2007,NA,11000,165000,109000,3000,NA,55000,733000,2730000,194000,83000,147000,391000,7000,384000,54000,787000,589000,NA,50000,191000,159000,330000,NA
RI,BRISTOL,001,44,2012,NA,NA,182000,69000,18000,7000,63000,240000,2349000,208000,129000,169000,58000,34000,24000,138000,638000,75000,338000,29000,223000,185000,239000,10000
RI,KENT,003,44,2007,99000,44000,537000,168000,28000,NA,90000,607000,5403000,597000,194000,405000,147000,27000,120000,74000,1042000,297000,NA,50000,275000,529000,1123000,NA
RI,KENT,003,44,2012,NA,NA,522000,183000,103000,76000,96000,511000,6292000,577000,173000,394000,118000,36000,82000,19000,2131000,1066000,280000,14000,290000,651000,972000,27000
RI,NEWPORT,005,44,2007,55000,59000,1807000,533000,51000,32000,429000,839000,15579000,810000,926000,675000,860000,83000,777000,207000,5381000,639000,79000,561000,841000,1484000,898000,19000
RI,NEWPORT,005,44,2012,242000,66000,1590000,655000,241000,29000,705000,1424000,18240000,1313000,824000,1135000,940000,98000,842000,145000,5807000,1705000,619000,299000,999000,1785000,1495000,212000
RI,PROVIDENCE,007,44,2007,170000,135000,1834000,699000,494000,104000,281000,1727000,17176000,2334000,553000,1304000,680000,57000,623000,239000,2984000,1169000,474000,499000,844000,1787000,2338000,390000
RI,PROVIDENCE,007,44,2012,125000,74000,1428000,566000,398000,122000,296000,1159000,15780000,1827000,423000,1468000,656000,213000,442000,372000,3396000,1272000,358000,140000,938000,1354000,2317000,275000
RI,WASHINGTON,009,44,2007,1035000,78000,3494000,437000,171000,72000,586000,1970000,24174000,1237000,1419000,1419000,1080000,299000,781000,539000,5972000,1934000,89000,1422000,1167000,2388000,1732000,99000
RI,WASHINGTON,009,44,2012,627000,125000,1528000,662000,263000,79000,601000,3516000,25674000,2361000,1412000,2131000,877000,335000,542000,581000,7917000,3852000,829000,781000,1210000,2259000,2341000,184000
SC,ABBEVILLE,001,45,2007,102000,12000,635000,260000,964000,308000,141000,1954000,10849000,2733000,1375000,756000,765000,152000,613000,82000,840000,95000,205000,137000,341000,1247000,461000,656000
SC,ABBEVILLE,001,45,2012,225000,15000,436000,427000,657000,377000,150000,1247000,11017000,3206000,1017000,901000,641000,109000,532000,730000,585000,89000,187000,448000,183000,902000,494000,280000
SC,AIKEN,003,45,2007,295000,95000,9226000,2150000,13114000,264000,972000,5127000,95903000,45035000,2842000,4043000,3464000,435000,3029000,2766000,3029000,1696000,370000,979000,948000,5407000,1536000,12850000
SC,AIKEN,003,45,2012,823000,58000,3308000,2331000,9054000,1117000,1792000,5401000,91839000,50774000,3934000,3320000,3211000,553000,2658000,600000,5046000,2812000,617000,792000,1369000,3549000,1881000,7937000
SC,ALLENDALE,005,45,2007,NA,86000,2010000,493000,1317000,128000,1201000,2262000,21025000,815000,3556000,1348000,757000,147000,611000,NA,1899000,1050000,45000,553000,1066000,1896000,715000,1189000
SC,ALLENDALE,005,45,2012,539000,251000,2156000,709000,115000,24000,2734000,1817000,23129000,1134000,3789000,1517000,841000,359000,483000,796000,3349000,1335000,120000,676000,1733000,2122000,669000,91000
SC,ANDERSON,007,45,2007,242000,54000,4033000,1277000,5540000,434000,NA,3831000,53732000,21258000,3375000,2655000,2564000,445000,2119000,NA,3252000,406000,269000,2720000,NA,3432000,1902000,5106000
SC,ANDERSON,007,45,2012,519000,83000,2130000,1547000,7466000,892000,695000,4251000,63007000,30665000,2533000,2513000,2797000,440000,2356000,831000,3035000,692000,561000,2577000,1184000,2925000,1505000,6574000
SC,BAMBERG,009,45,2007,187000,100000,1111000,531000,603000,361000,1636000,2478000,22003000,3281000,3787000,1674000,791000,238000,554000,628000,2691000,1410000,179000,975000,1179000,2196000,634000,241000
SC,BAMBERG,009,45,2012,385000,458000,1124000,1039000,695000,221000,2782000,3405000,31390000,5229000,4949000,1932000,1312000,338000,973000,1224000,3760000,2168000,361000,1091000,1840000,2832000,739000,473000
SC,BARNWELL,011,45,2007,NA,35000,1370000,419000,3060000,45000,1461000,2970000,20971000,4599000,2301000,1372000,721000,211000,510000,291000,155000,NA,147000,1139000,838000,1885000,459000,3016000
SC,BARNWELL,011,45,2012,679000,117000,1228000,1313000,3233000,1190000,3228000,3707000,44686000,18772000,3460000,2200000,1310000,419000,891000,819000,2652000,899000,247000,961000,1801000,2312000,600000,2044000
SC,BEAUFORT,013,45,2007,NA,NA,775000,431000,230000,31000,937000,1061000,14493000,693000,1722000,1024000,406000,134000,271000,508000,3793000,621000,98000,171000,944000,1946000,590000,200000
SC,BEAUFORT,013,45,2012,NA,NA,828000,665000,146000,21000,1355000,1141000,20082000,534000,1258000,1426000,834000,339000,495000,310000,7557000,NA,128000,418000,1087000,2060000,343000,125000
SC,BERKELEY,015,45,2007,40000,177000,2482000,495000,104000,38000,NA,1446000,21582000,NA,2555000,884000,681000,30000,651000,35000,312000,NA,49000,NA,NA,2187000,517000,66000
SC,BERKELEY,015,45,2012,NA,NA,530000,349000,152000,67000,399000,901000,9704000,1154000,1113000,784000,509000,132000,377000,160000,1386000,1056000,139000,1007000,546000,766000,706000,85000
SC,CALHOUN,017,45,2007,1175000,114000,2368000,734000,1747000,61000,4296000,2782000,40022000,9042000,5131000,1920000,820000,303000,517000,913000,2929000,1639000,294000,1329000,3893000,2828000,784000,1686000
SC,CALHOUN,017,45,2012,1147000,179000,2765000,1513000,3193000,151000,9078000,7441000,63778000,14837000,9382000,3833000,1499000,733000,767000,850000,2896000,1130000,646000,2352000,5617000,3628000,1010000,3043000
SC,CHARLESTON,019,45,2007,64000,44000,3151000,413000,1389000,NA,592000,1256000,21080000,907000,950000,878000,2385000,432000,1953000,722000,5173000,993000,220000,518000,1560000,1645000,689000,NA
SC,CHARLESTON,019,45,2012,410000,36000,1427000,815000,306000,133000,628000,1329000,20555000,1435000,1126000,966000,607000,211000,396000,1602000,6194000,NA,170000,486000,1838000,1450000,1229000,173000
SC,CHEROKEE,021,45,2007,63000,7000,446000,148000,2367000,273000,142000,760000,29966000,21863000,740000,1167000,457000,99000,358000,32000,1072000,137000,97000,89000,94000,927000,353000,2094000
SC,CHEROKEE,021,45,2012,NA,25000,479000,337000,1502000,228000,639000,773000,17763000,6277000,1615000,727000,841000,138000,702000,NA,996000,26000,NA,234000,331000,1720000,460000,1274000
SC,CHESTER,023,45,2007,293000,NA,578000,299000,3138000,317000,263000,2242000,25994000,13156000,1138000,1326000,914000,170000,744000,NA,1205000,869000,83000,433000,336000,1924000,875000,2821000
SC,CHESTER,023,45,2012,478000,11000,862000,563000,4283000,1230000,553000,2327000,33628000,17255000,1222000,1196000,832000,109000,724000,799000,1174000,603000,198000,1851000,632000,1245000,670000,3053000
SC,CHESTERFIELD,025,45,2007,146000,53000,2678000,751000,7044000,198000,673000,2100000,65121000,42610000,1502000,1991000,997000,100000,897000,205000,1755000,301000,129000,819000,764000,2305000,828000,6846000
SC,CHESTERFIELD,025,45,2012,739000,56000,3016000,1790000,11861000,457000,3389000,4931000,92106000,48373000,3045000,2671000,1670000,396000,1274000,2340000,5186000,1397000,785000,1478000,1566000,3866000,1057000,11405000
SC,CLARENDON,027,45,2007,454000,381000,4127000,1223000,5381000,81000,3611000,2943000,65398000,21034000,6537000,3722000,2192000,699000,1492000,981000,3678000,1719000,274000,5612000,2221000,3314000,929000,5300000
SC,CLARENDON,027,45,2012,1137000,781000,4960000,2186000,9298000,122000,7914000,5806000,108239000,38834000,11228000,5784000,2839000,1102000,1738000,1084000,5883000,2205000,242000,3600000,5922000,5523000,1265000,9176000
SC,COLLETON,029,45,2007,249000,285000,956000,648000,961000,511000,1981000,1717000,21151000,1486000,2850000,1716000,997000,215000,782000,317000,3350000,1715000,103000,407000,1148000,2992000,809000,450000
SC,COLLETON,029,45,2012,933000,715000,1479000,1220000,349000,108000,4041000,3874000,36436000,1505000,3871000,3012000,4933000,598000,4336000,1319000,4701000,2354000,478000,1317000,2857000,3164000,1018000,241000
SC,DARLINGTON,031,45,2007,388000,134000,3208000,1593000,4331000,64000,5966000,4304000,78007000,26174000,8677000,4173000,2076000,915000,1161000,523000,5834000,1652000,377000,4780000,4858000,4387000,905000,4267000
SC,DARLINGTON,031,45,2012,1074000,338000,10105000,2140000,4381000,134000,11117000,8532000,97941000,20999000,11700000,6323000,3751000,1855000,1896000,709000,7901000,2891000,777000,3138000,7010000,6062000,1193000,4247000
SC,DILLON,033,45,2007,372000,289000,4544000,972000,9361000,216000,4185000,2686000,67178000,22171000,5868000,4108000,1813000,636000,1177000,263000,3613000,637000,134000,2548000,2941000,3494000,634000,9145000
SC,DILLON,033,45,2012,1417000,447000,4222000,4937000,11511000,243000,7006000,4927000,111891000,38753000,8097000,6664000,1148000,415000,733000,372000,5070000,983000,272000,3355000,4944000,13200000,749000,11268000
SC,DORCHESTER,035,45,2007,81000,23000,2323000,730000,3061000,257000,1516000,1599000,27426000,7637000,2577000,1259000,947000,322000,625000,87000,1336000,585000,306000,2193000,1665000,1473000,516000,2804000
SC,DORCHESTER,035,45,2012,819000,124000,2267000,1587000,2544000,548000,2474000,2548000,42614000,14672000,3594000,1965000,1356000,379000,977000,464000,3065000,948000,219000,931000,3454000,2647000,649000,1996000
SC,EDGEFIELD,037,45,2007,146000,59000,3868000,908000,NA,NA,903000,2889000,37301000,3470000,1863000,1912000,1031000,211000,820000,47000,10333000,9571000,187000,586000,NA,5076000,545000,819000
SC,EDGEFIELD,037,45,2012,913000,NA,2194000,1423000,1274000,332000,648000,3299000,38090000,6960000,2077000,3018000,1715000,668000,1047000,1050000,7956000,4975000,167000,1673000,NA,3983000,742000,943000
SC,FAIRFIELD,039,45,2007,23000,78000,449000,211000,1578000,93000,77000,588000,22729000,15762000,332000,744000,315000,73000,242000,92000,726000,506000,NA,893000,437000,696000,317000,1485000
SC,FAIRFIELD,039,45,2012,187000,NA,926000,264000,2601000,108000,128000,788000,19269000,11697000,272000,454000,438000,37000,400000,233000,1064000,201000,168000,NA,284000,351000,248000,2494000
SC,FLORENCE,041,45,2007,162000,301000,1412000,1019000,255000,96000,3957000,3443000,37847000,4191000,7528000,4078000,1545000,540000,1005000,319000,3414000,887000,231000,2309000,2819000,3574000,965000,159000
SC,FLORENCE,041,45,2012,539000,226000,2792000,1007000,243000,93000,8360000,4388000,48014000,1354000,9561000,6115000,1536000,460000,1076000,297000,3045000,989000,553000,3377000,4628000,3957000,977000,150000
SC,GEORGETOWN,043,45,2007,NA,18000,3478000,1079000,NA,16000,458000,1829000,20101000,1080000,1473000,1298000,336000,20000,316000,NA,5052000,NA,NA,219000,2640000,1209000,368000,NA
SC,GEORGETOWN,043,45,2012,200000,NA,766000,321000,138000,31000,724000,861000,9964000,367000,1107000,1002000,432000,118000,314000,NA,2429000,1469000,175000,426000,1049000,547000,308000,107000
SC,GREENVILLE,045,45,2007,160000,67000,1662000,642000,294000,165000,768000,1966000,21637000,2603000,1462000,1722000,958000,173000,785000,374000,4690000,2116000,545000,448000,1426000,2644000,1716000,128000
SC,GREENVILLE,045,45,2012,91000,24000,1224000,577000,482000,232000,596000,1895000,20280000,3278000,1257000,1436000,1480000,122000,1358000,1140000,3961000,904000,724000,693000,972000,1722000,1348000,249000
SC,GREENWOOD,047,45,2007,32000,10000,699000,687000,1287000,198000,128000,1740000,11083000,2443000,663000,846000,545000,62000,483000,29000,1739000,NA,72000,136000,409000,1038000,393000,1089000
SC,GREENWOOD,047,45,2012,41000,5000,696000,479000,353000,270000,93000,1098000,9276000,2226000,544000,705000,1306000,370000,936000,148000,724000,218000,119000,260000,173000,884000,638000,83000
SC,HAMPTON,049,45,2007,243000,48000,846000,228000,39000,5000,1611000,2583000,14384000,271000,3027000,1450000,1093000,205000,887000,127000,1153000,458000,55000,585000,1221000,1760000,683000,34000
SC,HAMPTON,049,45,2012,720000,42000,1650000,837000,93000,31000,4695000,4076000,32820000,681000,7479000,2573000,1449000,379000,1071000,1491000,2316000,1458000,254000,1512000,3633000,2750000,900000,62000
SC,HORRY,051,45,2007,622000,146000,4106000,1377000,5398000,120000,4248000,5141000,62835000,11300000,9265000,6538000,2076000,575000,1501000,574000,4366000,641000,1052000,2373000,3073000,6053000,1320000,5279000
SC,HORRY,051,45,2012,977000,523000,4084000,2188000,4591000,384000,8038000,7717000,86864000,13497000,13332000,8224000,3309000,1567000,1742000,1172000,6970000,2274000,1157000,4444000,7286000,6261000,1968000,4207000
SC,JASPER,053,45,2007,NA,NA,NA,271000,69000,NA,426000,643000,12616000,NA,950000,891000,112000,NA,NA,322000,3624000,NA,13000,NA,808000,1101000,289000,NA
SC,JASPER,053,45,2012,NA,NA,479000,323000,138000,55000,381000,405000,10311000,237000,690000,1010000,44000,27000,17000,366000,2718000,NA,102000,NA,NA,816000,336000,83000
SC,KERSHAW,055,45,2007,358000,28000,2559000,1254000,9835000,1529000,498000,4501000,110451000,84907000,708000,1603000,934000,136000,798000,227000,3354000,1272000,98000,252000,410000,2757000,768000,8306000
SC,KERSHAW,055,45,2012,703000,53000,3995000,1403000,13445000,121000,737000,2682000,89685000,57589000,1243000,1811000,1602000,179000,1423000,437000,2991000,1356000,485000,295000,658000,1898000,825000,13323000
SC,LANCASTER,057,45,2007,98000,19000,2805000,434000,4180000,292000,236000,1457000,52562000,38630000,1092000,1123000,486000,139000,347000,72000,593000,199000,149000,372000,302000,1412000,708000,3888000
SC,LANCASTER,057,45,2012,716000,8000,3990000,881000,6472000,261000,313000,1793000,53024000,33315000,827000,1447000,1248000,212000,1036000,296000,814000,300000,151000,410000,275000,1280000,731000,6211000
SC,LAURENS,059,45,2007,243000,58000,2384000,556000,4317000,1780000,150000,3115000,34846000,16968000,1401000,1818000,1713000,270000,1443000,214000,1123000,708000,134000,383000,390000,2245000,882000,2537000
SC,LAURENS,059,45,2012,440000,5000,1780000,1013000,4108000,450000,239000,3035000,37334000,18215000,1019000,1792000,1830000,245000,1585000,219000,2618000,1450000,267000,623000,615000,1914000,904000,3659000
SC,LEE,061,45,2007,268000,674000,3082000,1481000,2906000,30000,4378000,2975000,64358000,25311000,5283000,3258000,1268000,478000,790000,146000,4180000,2934000,326000,5234000,2553000,3573000,764000,2876000
SC,LEE,061,45,2012,1027000,845000,4116000,1310000,5697000,17000,8543000,5171000,80513000,25464000,8612000,5070000,2029000,849000,1180000,381000,3715000,2479000,296000,3785000,4715000,4336000,868000,5680000
SC,LEXINGTON,063,45,2007,NA,NA,15288000,3296000,17298000,539000,2103000,5555000,134424000,55218000,3722000,6029000,2966000,683000,2282000,1284000,15046000,2957000,NA,811000,2413000,6734000,1304000,16759000
SC,LEXINGTON,063,45,2012,5689000,NA,25601000,5233000,14065000,425000,6767000,15106000,218612000,78525000,7976000,9547000,3966000,791000,3175000,4076000,38555000,NA,462000,NA,4156000,9123000,1330000,13639000
SC,MARION,067,45,2007,88000,65000,1239000,326000,583000,NA,1636000,1842000,19281000,3799000,3252000,1784000,1079000,94000,984000,159000,1429000,360000,181000,917000,835000,1685000,407000,NA
SC,MARION,067,45,2012,406000,195000,1505000,568000,1875000,124000,4036000,2828000,32541000,6007000,4436000,3113000,932000,247000,685000,460000,1734000,473000,295000,1930000,2405000,2194000,745000,1751000
SC,MARLBORO,069,45,2007,284000,NA,2572000,577000,5361000,32000,3445000,2278000,40206000,11075000,4457000,2093000,1007000,384000,623000,NA,2266000,1107000,81000,1781000,2280000,2242000,524000,5329000
SC,MARLBORO,069,45,2012,1114000,104000,2764000,743000,2156000,189000,6180000,3681000,49282000,9635000,6204000,3173000,1141000,468000,674000,395000,4322000,1210000,135000,2233000,4698000,3592000,826000,1967000
SC,MCCORMICK,065,45,2007,NA,1000,NA,25000,NA,NA,NA,374000,3234000,NA,110000,154000,41000,NA,NA,3000,101000,NA,4000,50000,12000,173000,100000,NA
SC,MCCORMICK,065,45,2012,211000,NA,287000,237000,453000,NA,164000,390000,5168000,2005000,100000,116000,592000,8000,584000,NA,384000,172000,NA,104000,NA,181000,112000,NA
SC,NEWBERRY,071,45,2007,482000,76000,5653000,1535000,10125000,436000,570000,3974000,79669000,43852000,2247000,2489000,1572000,244000,1328000,403000,4153000,2173000,175000,765000,956000,3821000,968000,9689000
SC,NEWBERRY,071,45,2012,1002000,NA,6964000,2163000,10398000,438000,1174000,5536000,110589000,69013000,1988000,3057000,2196000,375000,1822000,NA,4810000,1842000,127000,761000,1200000,3727000,1071000,9960000
SC,OCONEE,073,45,2007,NA,NA,9697000,1804000,11788000,326000,339000,2987000,102753000,64153000,1379000,2686000,2228000,292000,1935000,NA,1567000,527000,330000,2675000,254000,2850000,857000,11462000
SC,OCONEE,073,45,2012,1202000,84000,1916000,2023000,13244000,866000,565000,5005000,105579000,74012000,971000,2070000,2365000,174000,2191000,255000,2347000,1019000,294000,642000,498000,2411000,973000,12378000
SC,ORANGEBURG,075,45,2007,859000,312000,9783000,2906000,9767000,984000,6038000,7519000,124138000,39153000,11205000,6627000,4090000,1532000,2558000,640000,12522000,6637000,972000,6061000,5767000,6367000,2040000,8783000
SC,ORANGEBURG,075,45,2012,3281000,1477000,10233000,5660000,14241000,5258000,15604000,16717000,197140000,66667000,19561000,9153000,4688000,1268000,3420000,1303000,18353000,6659000,1684000,5846000,9556000,9030000,2488000,8984000
SC,PICKENS,077,45,2007,68000,7000,398000,357000,259000,171000,164000,767000,9566000,1270000,925000,1010000,799000,108000,692000,352000,1134000,320000,336000,112000,570000,1453000,689000,87000
SC,PICKENS,077,45,2012,86000,20000,1843000,461000,371000,180000,490000,1295000,13606000,2168000,859000,1016000,749000,91000,658000,214000,3209000,NA,256000,134000,395000,929000,661000,192000
SC,RICHLAND,079,45,2007,110000,9000,1306000,466000,355000,25000,291000,1749000,15231000,1858000,1672000,935000,421000,97000,324000,172000,2391000,916000,146000,571000,2593000,1466000,616000,330000
SC,RICHLAND,079,45,2012,466000,60000,1080000,693000,692000,53000,2423000,2114000,24745000,2738000,4069000,1897000,868000,461000,407000,298000,3782000,932000,281000,233000,2770000,1858000,818000,639000
SC,SALUDA,081,45,2007,474000,482000,5851000,1647000,8415000,511000,1218000,4139000,63530000,29261000,2191000,2553000,1533000,275000,1258000,394000,4226000,1141000,122000,611000,668000,3148000,857000,7904000
SC,SALUDA,081,45,2012,825000,493000,4068000,2535000,12848000,539000,1322000,4930000,93669000,45025000,1896000,3554000,1961000,347000,1614000,1712000,8471000,2537000,539000,2983000,701000,4150000,1125000,12309000
SC,SPARTANBURG,083,45,2007,163000,28000,1467000,812000,707000,414000,1005000,2857000,26571000,5255000,1998000,1752000,1693000,265000,1428000,702000,5366000,1390000,492000,467000,1147000,2764000,1244000,292000
SC,SPARTANBURG,083,45,2012,252000,93000,1830000,1531000,1833000,550000,1454000,3134000,33327000,8781000,1795000,2593000,1610000,116000,1494000,947000,3740000,1668000,423000,1585000,1253000,2578000,1453000,1283000
SC,SUMTER,085,45,2007,539000,380000,4232000,2053000,4252000,449000,3018000,3962000,64421000,18066000,5830000,3884000,1275000,218000,1057000,979000,8658000,4141000,110000,4299000,2521000,3604000,831000,3804000
SC,SUMTER,085,45,2012,1726000,463000,3001000,2336000,18963000,127000,4627000,5339000,99286000,31424000,7489000,4532000,1495000,673000,822000,717000,10232000,5814000,259000,1604000,3783000,5738000,1155000,18836000
SC,UNION,087,45,2007,13000,6000,166000,105000,615000,NA,NA,487000,4957000,1083000,465000,619000,250000,75000,175000,11000,NA,NA,76000,59000,41000,615000,436000,NA
SC,UNION,087,45,2012,198000,2000,296000,286000,1205000,NA,152000,487000,11939000,5214000,402000,415000,1307000,141000,1166000,615000,393000,NA,NA,293000,34000,555000,572000,NA
SC,WILLIAMSBURG,089,45,2007,161000,136000,2085000,683000,2250000,62000,3749000,3006000,40172000,5440000,7204000,4706000,1630000,395000,1235000,266000,2941000,621000,378000,1715000,2619000,3402000,1186000,2188000
SC,WILLIAMSBURG,089,45,2012,603000,528000,3071000,1120000,2068000,281000,6005000,6182000,56028000,6885000,8452000,5939000,2796000,729000,2068000,1193000,4970000,1785000,667000,2410000,4547000,4035000,1406000,1787000
SC,YORK,091,45,2007,NA,190000,2425000,1025000,2887000,380000,1044000,3159000,79373000,27634000,4223000,2331000,2230000,1057000,1173000,1630000,13793000,NA,206000,1341000,NA,3435000,1511000,2507000
SC,YORK,091,45,2012,515000,108000,5056000,1397000,4667000,562000,2019000,3780000,68992000,19790000,5062000,2403000,2497000,275000,2222000,1034000,10442000,935000,1235000,2035000,7524000,2895000,1548000,4106000
SD,AURORA,003,46,2007,1411000,55000,9289000,1280000,12930000,1565000,4483000,6595000,79057000,14072000,6231000,3536000,3074000,1528000,1545000,204000,2549000,641000,312000,8100000,5178000,4880000,1785000,11366000
SD,AURORA,003,46,2012,2482000,396000,5914000,2211000,14347000,3168000,6185000,10953000,115706000,20466000,14094000,6523000,5411000,2133000,3278000,138000,2352000,1231000,447000,14630000,11324000,6638000,2598000,11178000
SD,BEADLE,005,46,2007,2641000,1047000,9738000,3468000,23480000,3684000,7179000,20594000,141080000,18314000,14418000,9141000,8532000,4068000,4464000,265000,4153000,955000,647000,13193000,11851000,9859000,3801000,19796000
SD,BEADLE,005,46,2012,5050000,1600000,20045000,4519000,27889000,3659000,13426000,27024000,239716000,40397000,27101000,12773000,11510000,3711000,7799000,563000,7892000,3698000,869000,23314000,24053000,14570000,5012000,24231000
SD,BENNETT,007,46,2007,1431000,171000,2070000,801000,4469000,1215000,2017000,3653000,31490000,1468000,2654000,2942000,1840000,701000,1139000,203000,1580000,713000,111000,4023000,1191000,3445000,1186000,3253000
SD,BENNETT,007,46,2012,1711000,459000,2344000,1443000,9973000,2182000,1773000,6960000,46111000,7613000,3610000,3329000,1921000,805000,1117000,672000,1621000,543000,270000,3197000,1915000,3144000,1386000,7791000
SD,BON HOMME,009,46,2007,948000,181000,3525000,1597000,24480000,1222000,3189000,8315000,80408000,11274000,6307000,4559000,4797000,1964000,2833000,88000,1008000,396000,276000,5369000,5377000,5376000,2333000,23258000
SD,BON HOMME,009,46,2012,1699000,77000,4978000,2322000,28224000,2650000,5155000,12477000,122856000,20760000,12889000,5546000,5338000,2191000,3147000,80000,1479000,472000,323000,9681000,13465000,7990000,3172000,25574000
SD,BROOKINGS,011,46,2007,4885000,469000,9739000,2888000,22896000,4870000,5874000,18986000,156340000,25639000,14202000,9210000,10315000,4319000,5996000,1104000,10937000,3354000,546000,11532000,12433000,9664000,4553000,18026000
SD,BROOKINGS,011,46,2012,9362000,609000,14499000,4561000,22729000,4575000,11954000,23960000,244873000,51622000,26677000,13745000,13146000,4598000,8548000,1236000,15042000,4155000,741000,17945000,21501000,13559000,6687000,18154000
SD,BROWN,013,46,2007,6463000,2344000,13703000,2972000,18911000,2731000,11512000,21777000,190856000,9972000,26760000,11112000,11985000,4947000,7038000,1033000,6788000,2709000,764000,25461000,23009000,13286000,5545000,16180000
SD,BROWN,013,46,2012,12883000,7396000,28133000,4712000,21939000,3880000,27322000,35533000,351676000,18754000,54833000,16443000,16814000,5167000,11648000,1455000,11369000,4696000,1117000,50026000,52832000,20378000,6387000,18059000
SD,BRULE,015,46,2007,1912000,179000,4391000,1439000,11384000,2280000,3728000,8106000,70064000,10438000,6892000,5242000,4428000,2429000,1999000,201000,2367000,1019000,255000,6761000,3359000,5357000,1986000,9103000
SD,BRULE,015,46,2012,2717000,446000,8250000,2589000,17863000,3183000,6407000,12345000,118512000,20916000,13264000,7361000,6349000,2105000,4244000,370000,4091000,1521000,355000,8226000,8980000,8049000,2632000,14680000
SD,BUFFALO,017,46,2007,1109000,57000,1264000,352000,3301000,NA,1344000,2090000,21130000,2243000,2343000,1213000,1551000,656000,895000,61000,644000,218000,156000,2409000,1332000,1373000,534000,NA
SD,BUFFALO,017,46,2012,793000,223000,1637000,666000,6029000,889000,2982000,3233000,37229000,5963000,4903000,2151000,2268000,869000,1399000,189000,815000,328000,95000,3699000,2431000,1760000,722000,5140000
SD,BUTTE,019,46,2007,725000,62000,3221000,1294000,10830000,2096000,471000,4699000,44036000,6942000,920000,3294000,3932000,1584000,2348000,310000,2246000,989000,250000,3689000,699000,3381000,2021000,8734000
SD,BUTTE,019,46,2012,1148000,123000,3334000,1817000,9763000,3481000,539000,6753000,59892000,11375000,1833000,4038000,4725000,1236000,3489000,622000,1927000,607000,541000,9899000,1405000,4729000,2615000,6282000
SD,CAMPBELL,021,46,2007,710000,256000,2632000,628000,3254000,736000,2170000,5653000,32521000,1737000,4684000,2515000,1882000,691000,1190000,80000,851000,295000,154000,3614000,2770000,3435000,1301000,2518000
SD,CAMPBELL,021,46,2012,2440000,346000,5658000,1467000,7310000,1441000,4465000,9401000,71767000,6824000,10218000,4813000,2731000,1222000,1509000,251000,5164000,1109000,275000,5376000,7113000,5523000,2068000,5870000
SD,CHARLES MIX,023,46,2007,1658000,481000,6769000,2779000,28071000,5255000,5990000,14115000,130035000,22589000,11955000,7737000,7548000,2721000,4827000,258000,3926000,1582000,356000,10211000,8117000,8055000,3891000,22816000
SD,CHARLES MIX,023,46,2012,4647000,1026000,11971000,4952000,25183000,5150000,10024000,21784000,205064000,46541000,21162000,10612000,9217000,3827000,5390000,603000,5079000,2830000,729000,17109000,19141000,12843000,4953000,20034000
SD,CLARK,025,46,2007,1937000,372000,5764000,2357000,31907000,2008000,4137000,13278000,112608000,17319000,9932000,5823000,4912000,2185000,2726000,496000,2815000,647000,210000,7205000,8606000,6414000,2614000,29900000
SD,CLARK,025,46,2012,2795000,738000,12208000,4378000,25582000,3639000,9342000,21542000,186498000,29195000,23147000,12014000,7175000,2325000,4849000,501000,5576000,1388000,767000,17292000,21579000,11214000,3761000,21943000
